,question,type,placeholders,naturalness,difficulty,dbpedia_entities
840,Please describe Nelson Mandela’s contributions to the fight against apartheid.,descriptive,{'person': 'Nelson Mandela'},high,medium,{'person': 'http://dbpedia.org/resource/Nelson_Mandela'}
841,Explain the relationship between the Ottoman Empire and the Byzantine Empire and its significance.,explanatory,"{'entity A': 'Ottoman Empire', 'entity B': 'Byzantine Empire'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Ottoman_Empire', 'entity B': 'http://dbpedia.org/resource/Byzantine_Empire'}"
842,"Based on the current advancements, how do you predict artificial intelligence technology will develop in the next decade?",predictive,{'event': 'advancements in artificial intelligence technology'},high,medium,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'}
843,Compare and contrast the similarities and differences between public and private healthcare systems in terms of accessibility and quality.,comparative,"{'entity A': 'public healthcare system', 'entity B': 'private healthcare system', 'aspect': 'accessibility and quality'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Public_health', 'entity B': 'http://dbpedia.org/resource/Private_sector_healthcare'}"
844,How do you evaluate the impact of the Industrial Revolution on modern economic systems? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern economic systems'}",high,hard,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Economics'}"
845,Please describe Marie Curie's contributions to the field of chemistry.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
846,Why did Mahatma Gandhi initiate the Salt March in 1930?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'initiate the Salt March', 'time': '1930'}",high,medium,"{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'action': 'http://dbpedia.org/resource/Salt_March', 'time': 'http://dbpedia.org/resource/1930'}"
847,"Based on Apple's historical behavior, in which fields do you think it might innovate in the future?",predictive,{'entity': 'Apple'},high,medium,{'entity': 'http://dbpedia.org/resource/Apple_Inc.'}
848,Compare and contrast the similarities and differences between the Roman Empire and the Ottoman Empire in terms of administration.,comparative,"{'entity A': 'Roman Empire', 'entity B': 'Ottoman Empire', 'aspect': 'administration'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Ottoman_Empire'}"
849,How do you evaluate the impact of Plato's philosophy on modern education? Please explain your viewpoint.,critical,"{'person/event': ""Plato's philosophy"", 'field': 'modern education'}",high,hard,"{'person/event': 'http://dbpedia.org/resource/Plato', 'field': 'http://dbpedia.org/resource/Education'}"
850,Describe Mahatma Gandhi's significant contributions to India's independence movement.,descriptive,{'person': 'Mahatma Gandhi'},high,medium,{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi'}
851,Why did Neil Armstrong decide to become an astronaut?,explanatory,"{'person': 'Neil Armstrong', 'action': 'become an astronaut', 'time': ''}",high,medium,{'person': 'http://dbpedia.org/resource/Neil_Armstrong'}
852,"Based on current scientific advancements, how do you predict space tourism will develop in the next decade?",predictive,"{'entity': '', 'event': 'space tourism'}",high,hard,{'event': 'http://dbpedia.org/resource/Space_tourism'}
853,Compare and contrast the economic policies of Franklin D. Roosevelt and Herbert Hoover during the Great Depression.,comparative,"{'entity A': 'Franklin D. Roosevelt', 'entity B': 'Herbert Hoover', 'aspect': 'economic policies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Franklin_D._Roosevelt', 'entity B': 'http://dbpedia.org/resource/Herbert_Hoover', 'aspect': 'http://dbpedia.org/resource/Great_Depression'}"
854,How do you evaluate the impact of the Industrial Revolution on modern economic systems? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern economic systems'}",high,medium,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Economic_system'}"
855,Describe Marie Curie's significant contributions to the field of chemistry.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
856,Why did the United Kingdom decide to join the Allies during World War II?,explanatory,"{'person': 'United Kingdom', 'action': 'join the Allies', 'time': 'World War II'}",high,hard,"{'person': 'http://dbpedia.org/resource/United_Kingdom', 'time': 'http://dbpedia.org/resource/World_War_II'}"
857,"Based on SpaceX's historical behavior, in which areas do you think it might innovate in the future?",predictive,{'entity': 'SpaceX'},high,medium,{'entity': 'http://dbpedia.org/resource/SpaceX'}
858,Compare and contrast the educational philosophies of John Dewey and Maria Montessori.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori', 'aspect': 'educational philosophies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori'}"
859,How do you evaluate the impact of the digital revolution on modern education? Please explain your viewpoint.,critical,"{'event': 'digital revolution', 'field': 'modern education'}",high,hard,"{'event': 'http://dbpedia.org/resource/Digital_revolution', 'field': 'http://dbpedia.org/resource/Education'}"
860,Please describe Marie Curie's significant contributions to the field of chemistry.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
861,Explain the relationship between the Roman Empire and the Silk Road and its significance.,explanatory,"{'entity A': 'Roman Empire', 'entity B': 'Silk Road'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Silk_Road'}"
862,"Based on the current trends in the tech industry, how do you predict the development of artificial intelligence will evolve over the next decade?",predictive,{'event': 'development of artificial intelligence'},high,medium,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'}
863,Compare and contrast the economic policies of Franklin D. Roosevelt and Ronald Reagan.,comparative,"{'entity A': 'Franklin D. Roosevelt', 'entity B': 'Ronald Reagan'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Franklin_D._Roosevelt', 'entity B': 'http://dbpedia.org/resource/Ronald_Reagan'}"
864,How do you evaluate the impact of the Industrial Revolution on modern urbanization? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern urbanization'}",high,hard,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Urbanization'}"
865,Please describe Marie Curie’s significant contributions during her career.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
866,Explain the relationship between Nikola Tesla and Thomas Edison and its significance.,explanatory,"{'entity A': 'Nikola Tesla', 'entity B': 'Thomas Edison'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Nikola_Tesla', 'entity B': 'http://dbpedia.org/resource/Thomas_Edison'}"
867,"Based on the historical behavior of Amazon, in which fields do you think it might innovate in the future?",predictive,{'entity': 'Amazon'},high,medium,{'entity': 'http://dbpedia.org/resource/Amazon_(company)'}
868,Compare and contrast the educational philosophies of John Dewey and Maria Montessori.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori', 'aspect': 'educational philosophies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori'}"
869,How do you evaluate Steve Jobs' impact on the technology industry? Please explain your viewpoint.,critical,"{'person': 'Steve Jobs', 'field': 'technology industry'}",high,medium,{'person': 'http://dbpedia.org/resource/Steve_Jobs'}
870,Please describe Nikola Tesla's contributions to the field of electricity and magnetism.,descriptive,{'person': 'Nikola Tesla'},high,medium,{'person': 'http://dbpedia.org/resource/Nikola_Tesla'}
871,Why did Mahatma Gandhi choose to lead the Salt March in 1930?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'lead the Salt March', 'time': '1930'}",high,medium,"{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'action': 'http://dbpedia.org/resource/Salt_March', 'time': 'http://dbpedia.org/resource/1930'}"
872,How do you predict the renewable energy sector will evolve in the next decade based on current trends?,predictive,{'event': 'renewable energy sector'},high,medium,{'event': 'http://dbpedia.org/resource/Renewable_energy'}
873,Compare and contrast the educational philosophies of John Dewey and Maria Montessori.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori', 'aspect': 'educational philosophies'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori'}"
874,How do you evaluate the impact of the Industrial Revolution on modern urbanization? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern urbanization'}",high,hard,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Urbanization'}"
875,Please describe Marie Curie's contributions to the field of chemistry.,descriptive,"{'person': 'Marie Curie', 'field': 'chemistry'}",high,medium,"{'person': 'http://dbpedia.org/resource/Marie_Curie', 'field': 'http://dbpedia.org/resource/Chemistry'}"
876,Explain the relationship between the Internet and globalization and its significance.,explanatory,"{'entity A': 'Internet', 'entity B': 'globalization'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Internet', 'entity B': 'http://dbpedia.org/resource/Globalization'}"
877,"Based on the current political landscape, how do you predict the outcome of the next U.S. presidential election?",predictive,"{'event': 'next U.S. presidential election', 'time': 'current political landscape'}",high,hard,{'event': 'http://dbpedia.org/resource/United_States_presidential_election'}
878,Compare and contrast the similarities and differences between the effects of caffeine and alcohol on cognitive function.,comparative,"{'entity A': 'caffeine', 'entity B': 'alcohol', 'aspect': 'cognitive function'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Caffeine', 'entity B': 'http://dbpedia.org/resource/Alcohol', 'aspect': 'http://dbpedia.org/resource/Cognition'}"
879,How do you evaluate the impact of the Industrial Revolution on modern society? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern society'}",high,medium,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Society'}"
880,Describe Nikola Tesla's significant contributions to the field of electrical engineering.,descriptive,"{'person': 'Nikola Tesla', 'field': 'electrical engineering'}",high,medium,"{'person': 'http://dbpedia.org/resource/Nikola_Tesla', 'field': 'http://dbpedia.org/resource/Electrical_engineering'}"
881,Why did Galileo Galilei choose to support the heliocentric model despite the risks involved?,explanatory,"{'person': 'Galileo Galilei', 'action': 'support the heliocentric model'}",high,hard,"{'person': 'http://dbpedia.org/resource/Galileo_Galilei', 'action': 'http://dbpedia.org/resource/Heliocentrism'}"
882,"Based on the historical behavior of Amazon, in which markets do you think it might expand in the future?",predictive,"{'entity': 'Amazon', 'future action': 'expand'}",high,medium,{'entity': 'http://dbpedia.org/resource/Amazon_(company)'}
883,Compare and contrast the economic impacts of the Great Depression and the 2008 Financial Crisis.,comparative,"{'historical event A': 'Great Depression', 'historical event B': '2008 Financial Crisis', 'aspect': 'economic impacts'}",high,hard,"{'historical event A': 'http://dbpedia.org/resource/Great_Depression', 'historical event B': 'http://dbpedia.org/resource/Financial_crisis_of_2007%E2%80%932008'}"
884,How do you evaluate the impact of social media on modern political campaigns? Please explain your viewpoint.,critical,"{'event': 'social media', 'field': 'modern political campaigns'}",high,medium,"{'event': 'http://dbpedia.org/resource/Social_media', 'field': 'http://dbpedia.org/resource/Political_campaign'}"
885,Please describe Nikola Tesla’s contributions to the field of electrical engineering.,descriptive,{'person': 'Nikola Tesla'},high,medium,{'person': 'http://dbpedia.org/resource/Nikola_Tesla'}
886,Explain the relationship between the Roman Empire and Ancient Greece and its significance.,explanatory,"{'entity A': 'Roman Empire', 'entity B': 'Ancient Greece'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Ancient_Greece'}"
887,"Based on the historical behavior of SpaceX, what do you think it might do in the future?",predictive,{'entity': 'SpaceX'},high,medium,{'entity': 'http://dbpedia.org/resource/SpaceX'}
888,Compare and contrast the educational philosophies of Montessori and Waldorf schools.,comparative,"{'entity A': 'Montessori', 'entity B': 'Waldorf', 'aspect': 'educational philosophies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Montessori_education', 'entity B': 'http://dbpedia.org/resource/Waldorf_education'}"
889,How do you evaluate the impact of the Industrial Revolution on modern manufacturing processes? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern manufacturing processes'}",high,hard,{'event': 'http://dbpedia.org/resource/Industrial_Revolution'}
890,Describe Marie Curie's significant contributions during her career.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
891,Explain the relationship between Charles Darwin and Alfred Russel Wallace and its significance.,explanatory,"{'entity A': 'Charles Darwin', 'entity B': 'Alfred Russel Wallace'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Charles_Darwin', 'entity B': 'http://dbpedia.org/resource/Alfred_Russel_Wallace'}"
892,"Based on the current economic situation, how do you predict the stock market will develop?",predictive,{'event': 'stock market'},high,medium,{'event': 'http://dbpedia.org/resource/Stock_market'}
893,Compare and contrast the similarities and differences between the Roman Empire and the Greek Empire in terms of governance.,comparative,"{'entity A': 'Roman Empire', 'entity B': 'Greek Empire', 'aspect': 'governance'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Ancient_Greece'}"
894,How do you evaluate the impact of social media on modern communication? Please explain your viewpoint.,critical,"{'person/event': 'social media', 'field': 'modern communication'}",high,medium,{'person/event': 'http://dbpedia.org/resource/Social_media'}
895,Please describe Leonardo da Vinci’s contributions to the fields of art and science.,descriptive,{'person': 'Leonardo da Vinci'},high,medium,{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci'}
896,Why did Rosa Parks refuse to give up her seat in 1955?,explanatory,"{'person': 'Rosa Parks', 'action': 'refuse to give up her seat', 'time': '1955'}",high,medium,"{'person': 'http://dbpedia.org/resource/Rosa_Parks', 'action': 'http://dbpedia.org/resource/Montgomery_Bus_Boycott', 'time': 'http://dbpedia.org/resource/1955'}"
897,"Based on the historical behavior of Amazon, what do you think it might do in the future?",predictive,{'entity': 'Amazon'},high,medium,{'entity': 'http://dbpedia.org/resource/Amazon_(company)'}
898,Compare the economic impacts of the Great Depression and the 2008 Financial Crisis.,comparative,"{'historical event A': 'Great Depression', 'historical event B': '2008 Financial Crisis'}",high,hard,"{'historical event A': 'http://dbpedia.org/resource/Great_Depression', 'historical event B': 'http://dbpedia.org/resource/Financial_crisis_of_2007–2008'}"
899,How do you evaluate the impact of social media on modern communication? Please explain your viewpoint.,critical,"{'event': 'social media', 'field': 'modern communication'}",high,medium,"{'event': 'http://dbpedia.org/resource/Social_media', 'field': 'http://dbpedia.org/resource/Communication_studies'}"
900,Please describe Marie Curie’s contributions to the field of radiology.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
901,Why did Nelson Mandela decide to seek reconciliation instead of retribution after becoming president of South Africa?,explanatory,"{'person': 'Nelson Mandela', 'action': 'seek reconciliation instead of retribution', 'time': 'after becoming president of South Africa'}",high,hard,"{'person': 'http://dbpedia.org/resource/Nelson_Mandela', 'time': 'http://dbpedia.org/resource/President_of_South_Africa'}"
902,"Based on SpaceX's historical behavior, in which fields do you think it might innovate in the future?",predictive,{'entity': 'SpaceX'},high,medium,{'entity': 'http://dbpedia.org/resource/SpaceX'}
903,Compare and contrast the educational philosophies of John Dewey and Maria Montessori.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori'}"
904,How do you evaluate the impact of the Industrial Revolution on modern economic systems? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern economic systems'}",high,hard,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Economic_system'}"
905,Describe Florence Nightingale’s significant contributions during her career.,descriptive,{'person': 'Florence Nightingale'},high,medium,{'person': 'http://dbpedia.org/resource/Florence_Nightingale'}
906,Explain the relationship between the Soviet Union and the United States during the Cold War and its significance.,explanatory,"{'entity A': 'Soviet Union', 'entity B': 'United States', 'time': 'Cold War'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Soviet_Union', 'entity B': 'http://dbpedia.org/resource/United_States', 'time': 'http://dbpedia.org/resource/Cold_War'}"
907,"Based on the historical behavior of Google, in which fields do you think it might innovate in the future?",predictive,{'entity': 'Google'},high,medium,{'entity': 'http://dbpedia.org/resource/Google'}
908,Compare and contrast the similarities and differences between the leadership styles of Elon Musk and Jeff Bezos.,comparative,"{'entity A': 'Elon Musk', 'entity B': 'Jeff Bezos', 'aspect': 'leadership styles'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Elon_Musk', 'entity B': 'http://dbpedia.org/resource/Jeff_Bezos'}"
909,How do you evaluate the impact of the Internet on modern education? Please explain your viewpoint.,critical,"{'event': 'Internet', 'field': 'modern education'}",high,medium,"{'event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/Education'}"
910,Please describe Marie Curie’s significant contributions to the field of chemistry.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
911,Explain the relationship between the United Nations and the World Health Organization and its significance.,explanatory,"{'entity A': 'United Nations', 'entity B': 'World Health Organization'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/United_Nations', 'entity B': 'http://dbpedia.org/resource/World_Health_Organization'}"
912,"Based on the historical behavior of Amazon, what do you think it might do in the future?",predictive,{'entity': 'Amazon'},high,medium,{'entity': 'http://dbpedia.org/resource/Amazon_(company)'}
913,Compare and contrast the economic policies of Barack Obama and Donald Trump.,comparative,"{'entity A': 'Barack Obama', 'entity B': 'Donald Trump', 'aspect': 'economic policies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Barack_Obama', 'entity B': 'http://dbpedia.org/resource/Donald_Trump'}"
914,How do you evaluate the impact of the Industrial Revolution on modern manufacturing processes? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern manufacturing processes'}",high,hard,{'event': 'http://dbpedia.org/resource/Industrial_Revolution'}
915,Please describe Nikola Tesla's contributions to the field of electrical engineering.,descriptive,{'person': 'Nikola Tesla'},high,medium,{'person': 'http://dbpedia.org/resource/Nikola_Tesla'}
916,Explain the relationship between the Industrial Revolution and urbanization and its significance.,explanatory,"{'entity A': 'Industrial Revolution', 'entity B': 'urbanization'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Industrial_Revolution', 'entity B': 'http://dbpedia.org/resource/Urbanization'}"
917,"Based on the current advancements in artificial intelligence, how do you predict the job market will develop?",predictive,{'event': 'job market'},high,medium,{'event': 'http://dbpedia.org/resource/Job_market'}
918,Compare and contrast the political impacts of the American Revolution and the French Revolution.,comparative,"{'historical event A': 'American Revolution', 'historical event B': 'French Revolution'}",high,hard,"{'historical event A': 'http://dbpedia.org/resource/American_Revolution', 'historical event B': 'http://dbpedia.org/resource/French_Revolution'}"
919,How do you evaluate the impact of the COVID-19 pandemic on global healthcare systems? Please explain your viewpoint.,critical,"{'event': 'COVID-19 pandemic', 'field': 'global healthcare systems'}",high,medium,"{'event': 'http://dbpedia.org/resource/COVID-19_pandemic', 'field': 'http://dbpedia.org/resource/Health_care'}"
920,Please describe Marie Curie’s contributions to the fields of physics and chemistry.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
921,Why did Mahatma Gandhi launch the Salt March in 1930?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'launch the Salt March', 'time': '1930'}",high,medium,"{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'event': 'http://dbpedia.org/resource/Salt_March'}"
922,"Based on the historical behavior of Amazon, in which business sectors do you think it might expand in the future?",predictive,{'entity': 'Amazon'},medium,hard,{'entity': 'http://dbpedia.org/resource/Amazon_(company)'}
923,Compare and contrast the similarities and differences between the American Civil War and the French Revolution in terms of their causes.,comparative,"{'entity A': 'American Civil War', 'entity B': 'French Revolution', 'aspect': 'their causes'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/American_Civil_War', 'entity B': 'http://dbpedia.org/resource/French_Revolution'}"
924,How do you evaluate the impact of the Industrial Revolution on modern society? Please explain your viewpoint.,critical,"{'event': 'the Industrial Revolution', 'field': 'modern society'}",high,hard,{'event': 'http://dbpedia.org/resource/Industrial_Revolution'}
925,Please describe Leonardo da Vinci's contributions to the fields of art and science.,descriptive,{'person': 'Leonardo da Vinci'},high,medium,{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci'}
926,Why did the United States decide to enter World War II in 1941?,explanatory,"{'person': 'the United States', 'action': 'decide to enter World War II', 'time': '1941'}",high,medium,"{'person': 'http://dbpedia.org/resource/United_States', 'action': 'http://dbpedia.org/resource/United_States_entry_into_World_War_II', 'time': 'http://dbpedia.org/resource/1941'}"
927,"Based on the historical behavior of Apple Inc., in which technologies do you think the company will invest in the future?",predictive,{'entity': 'Apple Inc.'},high,medium,{'entity': 'http://dbpedia.org/resource/Apple_Inc.'}
928,Compare and contrast the governance styles of Winston Churchill and Franklin D. Roosevelt during World War II.,comparative,"{'entity A': 'Winston Churchill', 'entity B': 'Franklin D. Roosevelt', 'aspect': 'governance styles during World War II'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Winston_Churchill', 'entity B': 'http://dbpedia.org/resource/Franklin_D._Roosevelt', 'aspect': 'http://dbpedia.org/resource/World_War_II'}"
929,How do you evaluate the impact of social media on modern communication? Please explain your viewpoint.,critical,"{'person/event': 'social media', 'field': 'modern communication'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Social_media', 'field': 'http://dbpedia.org/resource/Communication'}"
930,Describe Marie Curie's significant contributions during her career.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
931,Why did Martin Luther King Jr. choose to lead the Civil Rights Movement in the 1950s and 1960s?,explanatory,"{'person': 'Martin Luther King Jr.', 'action': 'lead the Civil Rights Movement', 'time': 'the 1950s and 1960s'}",high,hard,"{'person': 'http://dbpedia.org/resource/Martin_Luther_King_Jr.', 'action': 'http://dbpedia.org/resource/African-American_Civil_Rights_Movement_(1954–1968)'}"
932,"Based on the current trends in renewable energy, how do you predict the adoption of solar energy will develop in the next decade?",predictive,{'event': 'adoption of solar energy'},high,medium,{'event': 'http://dbpedia.org/resource/Solar_energy'}
933,Compare and contrast the similarities and differences between jazz and classical music in terms of their structural complexity.,comparative,"{'entity A': 'jazz', 'entity B': 'classical music', 'aspect': 'structural complexity'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Jazz', 'entity B': 'http://dbpedia.org/resource/Classical_music'}"
934,How do you evaluate the impact of social media on political discourse? Please explain your viewpoint.,critical,"{'event': 'social media', 'field': 'political discourse'}",high,hard,"{'event': 'http://dbpedia.org/resource/Social_media', 'field': 'http://dbpedia.org/resource/Political_discourse'}"
935,Please describe Leonardo da Vinci's contributions to the fields of art and science.,descriptive,{'person': 'Leonardo da Vinci'},high,medium,{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci'}
936,Why did the United Kingdom decide to leave the European Union in 2016?,explanatory,"{'person': 'the United Kingdom', 'action': 'decide to leave the European Union', 'time': '2016'}",high,medium,"{'person': 'http://dbpedia.org/resource/United_Kingdom', 'action': 'http://dbpedia.org/resource/Brexit', 'time': 'http://dbpedia.org/resource/2016'}"
937,"Based on the current trends in renewable energy, how do you predict global energy policies will evolve in the next decade?",predictive,{'event': 'global energy policies'},high,medium,{'event': 'http://dbpedia.org/resource/Energy_policy'}
938,Compare and contrast the economic impacts of the Great Depression and the 2008 Financial Crisis.,comparative,"{'historical event A': 'Great Depression', 'historical event B': '2008 Financial Crisis', 'aspect': 'economic impacts'}",high,medium,"{'historical event A': 'http://dbpedia.org/resource/Great_Depression', 'historical event B': 'http://dbpedia.org/resource/Financial_crisis_of_2007%E2%80%932008'}"
939,How do you evaluate the impact of the Industrial Revolution on modern urbanization? Please explain your viewpoint.,critical,"{'person/event': 'Industrial Revolution', 'field': 'modern urbanization'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Urbanization'}"
940,Please describe Leonardo da Vinci’s contributions to the fields of art and science.,descriptive,{'person': 'Leonardo da Vinci'},high,medium,{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci'}
941,Explain the relationship between the United Nations and the International Criminal Court and its significance.,explanatory,"{'entity A': 'United Nations', 'entity B': 'International Criminal Court'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/United_Nations', 'entity B': 'http://dbpedia.org/resource/International_Criminal_Court'}"
942,"Based on the current situation, how do you predict the renewable energy sector will develop?",predictive,{'event': 'renewable energy sector'},high,medium,{'event': 'http://dbpedia.org/resource/Renewable_energy'}
943,Compare and contrast the leadership styles of Mahatma Gandhi and Nelson Mandela in terms of civil rights movements.,comparative,"{'entity A': 'Mahatma Gandhi', 'entity B': 'Nelson Mandela', 'aspect': 'civil rights movements'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'entity B': 'http://dbpedia.org/resource/Nelson_Mandela'}"
944,How do you evaluate the impact of the internet on global communication? Please explain your viewpoint.,critical,"{'event': 'internet', 'field': 'global communication'}",high,medium,"{'event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/global_communication'}"
945,Please describe Rosalind Franklin's contributions to the discovery of DNA's double helix structure.,descriptive,{'person': 'Rosalind Franklin'},high,medium,{'person': 'http://dbpedia.org/resource/Rosalind_Franklin'}
946,Why did Mahatma Gandhi choose to lead the Salt March in 1930?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'lead the Salt March', 'time': '1930'}",high,medium,"{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'action': 'http://dbpedia.org/resource/Salt_March', 'time': '1930'}"
947,"Based on SpaceX's historical behavior, in which fields do you think it might innovate in the future?",predictive,{'entity': 'SpaceX'},high,medium,{'entity': 'http://dbpedia.org/resource/SpaceX'}
948,Compare the impact of the Industrial Revolution and the Digital Revolution on global economic structures.,comparative,"{'historical event A': 'Industrial Revolution', 'historical event B': 'Digital Revolution', 'aspect': 'global economic structures'}",high,hard,"{'historical event A': 'http://dbpedia.org/resource/Industrial_Revolution', 'historical event B': 'http://dbpedia.org/resource/Digital_Revolution'}"
949,How do you evaluate the impact of the 2008 financial crisis on global banking regulations? Please explain your viewpoint.,critical,"{'event': '2008 financial crisis', 'field': 'global banking regulations'}",high,hard,"{'event': 'http://dbpedia.org/resource/Financial_crisis_of_2007–2008', 'field': 'http://dbpedia.org/resource/Bank_regulation'}"
950,Please describe Albert Einstein’s contributions to the field of physics.,descriptive,"{'person': 'Albert Einstein', 'field': 'physics'}",high,medium,"{'person': 'http://dbpedia.org/resource/Albert_Einstein', 'field': 'http://dbpedia.org/resource/Physics'}"
951,Explain the relationship between Alexander the Great and Aristotle and its significance.,explanatory,"{'entity A': 'Alexander the Great', 'entity B': 'Aristotle'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Alexander_the_Great', 'entity B': 'http://dbpedia.org/resource/Aristotle'}"
952,"Based on Tesla’s historical behavior, in which fields do you think it might innovate in the future?",predictive,{'entity': 'Tesla'},high,medium,"{'entity': 'http://dbpedia.org/resource/Tesla,_Inc.'}"
953,Compare and contrast the leadership styles of Steve Jobs and Bill Gates.,comparative,"{'entity A': 'Steve Jobs', 'entity B': 'Bill Gates', 'aspect': 'leadership styles'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Steve_Jobs', 'entity B': 'http://dbpedia.org/resource/Bill_Gates'}"
