,question,type,placeholders,naturalness,difficulty,dbpedia_entities,id,dbpedia_entities_re
368,How do you evaluate Alan Turing's impact on the development of computer science? Please explain your viewpoint.,critical,"{'person': 'Alan Turing', 'field': 'computer science'}",high,hard,"{'person': 'http://dbpedia.org/resource/Alan_Turing', 'field': 'http://dbpedia.org/resource/Computer_science'}",368,"{'person': 'Alan_Turing', 'field': 'Computer_science'}"
369,Why did Martin Luther King Jr. choose to lead the Montgomery Bus Boycott in 1955?,explanatory,"{'person': 'Martin Luther King Jr.', 'action': 'lead the Montgomery Bus Boycott', 'time': '1955'}",high,medium,"{'person': 'http://dbpedia.org/resource/Martin_Luther_King_Jr.', 'event': 'http://dbpedia.org/resource/Montgomery_Bus_Boycott'}",369,"{'person': 'Martin_Luther_King_Jr.', 'event': 'Montgomery_Bus_Boycott'}"
370,"Based on the current trends in technology, how do you predict the job market will develop in the next decade?",predictive,{'event': 'job market development'},high,medium,{},370,{}
371,Compare and contrast the teaching philosophies of Confucius and Socrates.,comparative,"{'entity A': 'Confucius', 'entity B': 'Socrates', 'aspect': 'teaching philosophies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Confucius', 'entity B': 'http://dbpedia.org/resource/Socrates'}",371,"{'entity A': 'Confucius', 'entity B': 'Socrates'}"
372,How do you evaluate the impact of the Industrial Revolution on modern urban development? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern urban development'}",high,medium,{'event': 'http://dbpedia.org/resource/Industrial_Revolution'},372,{'event': 'Industrial_Revolution'}
373,Compare and contrast the similarities and differences between the French Revolution and the American Revolution in terms of their causes and outcomes.,comparative,"{'entity A': 'French Revolution', 'entity B': 'American Revolution', 'aspect': 'causes and outcomes'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/French_Revolution', 'entity B': 'http://dbpedia.org/resource/American_Revolution'}",373,"{'entity A': 'French_Revolution', 'entity B': 'American_Revolution'}"
374,Compare and contrast the educational theories of John Dewey and Maria Montessori.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori', 'aspect': 'educational theories'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori'}",374,"{'entity A': 'John_Dewey', 'entity B': 'Maria_Montessori'}"
375,Explain the relationship between the United Nations and non-governmental organizations (NGOs) and its significance.,explanatory,"{'entity A': 'the United Nations', 'entity B': 'non-governmental organizations (NGOs)'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/United_Nations', 'entity B': 'http://dbpedia.org/resource/Non-governmental_organization'}",375,"{'entity A': 'United_Nations', 'entity B': 'Non-governmental_organization'}"
376,Compare and contrast the political philosophies of Karl Marx and Adam Smith.,comparative,"{'entity A': 'Karl Marx', 'entity B': 'Adam Smith', 'aspect': 'political philosophies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Karl_Marx', 'entity B': 'http://dbpedia.org/resource/Adam_Smith'}",376,"{'entity A': 'Karl_Marx', 'entity B': 'Adam_Smith'}"
377,How do you evaluate Steve Jobs’s impact on the technology industry? Please explain your viewpoint.,critical,"{'person': 'Steve Jobs', 'field': 'technology industry'}",high,medium,{'person': 'http://dbpedia.org/resource/Steve_Jobs'},377,{'person': 'Steve_Jobs'}
378,How do you evaluate the impact of the Internet on modern communication? Please explain your viewpoint.,critical,"{'person/event': 'the Internet', 'field': 'modern communication'}",high,medium,{'person/event': 'http://dbpedia.org/resource/Internet'},378,{'person/event': 'Internet'}
379,Why did the Roman Empire collapse in the 5th century AD?,explanatory,"{'entity': 'Roman Empire', 'time': 'the 5th century AD'}",high,medium,{'entity': 'http://dbpedia.org/resource/Roman_Empire'},379,{'entity': 'Roman_Empire'}
380,"Based on current technological trends, how do you predict the role of artificial intelligence will evolve in the next decade?",predictive,"{'entity': 'artificial intelligence', 'timeframe': 'the next decade'}",high,medium,{'entity': 'http://dbpedia.org/resource/Artificial_intelligence'},380,{'entity': 'Artificial_intelligence'}
381,How do you evaluate the impact of social media on modern political campaigns?,critical,"{'entity': 'social media', 'field': 'modern political campaigns'}",high,medium,{'entity': 'http://dbpedia.org/resource/Social_media'},381,{'entity': 'Social_media'}
382,Why did the United States choose to enter World War I in 1917?,explanatory,"{'person': 'the United States', 'action': 'enter World War I', 'time': '1917'}",high,medium,"{'person': 'http://dbpedia.org/resource/United_States', 'action': 'http://dbpedia.org/resource/World_War_I', 'time': 'http://dbpedia.org/resource/1917'}",382,"{'person': 'United_States', 'action': 'World_War_I', 'time': '1917'}"
383,Compare and contrast the educational systems of Finland and the United States in terms of student performance outcomes.,comparative,"{'entity A': 'Finland', 'entity B': 'the United States', 'aspect': 'student performance outcomes'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Finland', 'entity B': 'http://dbpedia.org/resource/United_States'}",383,"{'entity A': 'Finland', 'entity B': 'United_States'}"
384,How do you evaluate the impact of the Industrial Revolution on modern economic development? Please explain your viewpoint.,critical,"{'person/event': 'the Industrial Revolution', 'field': 'modern economic development'}",high,hard,{'person/event': 'http://dbpedia.org/resource/Industrial_Revolution'},384,{'person/event': 'Industrial_Revolution'}
385,Why did Nelson Mandela choose to advocate for reconciliation during his presidency?,explanatory,"{'person': 'Nelson Mandela', 'action': 'advocate for reconciliation', 'time': 'his presidency'}",high,medium,{'person': 'http://dbpedia.org/resource/Nelson_Mandela'},385,{'person': 'Nelson_Mandela'}
386,Compare and contrast the leadership styles of Mahatma Gandhi and Winston Churchill.,comparative,"{'entity A': 'Mahatma Gandhi', 'entity B': 'Winston Churchill', 'aspect': 'leadership styles'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'entity B': 'http://dbpedia.org/resource/Winston_Churchill'}",386,"{'entity A': 'Mahatma_Gandhi', 'entity B': 'Winston_Churchill'}"
387,How do you evaluate the impact of the Industrial Revolution on modern economic theories? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern economic theories'}",high,hard,{'event': 'http://dbpedia.org/resource/Industrial_Revolution'},387,{'event': 'Industrial_Revolution'}
388,Why did the British government decide to leave the European Union in 2016?,explanatory,"{'person': 'British government', 'action': 'leave the European Union', 'time': '2016'}",high,medium,"{'person': 'http://dbpedia.org/resource/Government_of_the_United_Kingdom', 'action': 'http://dbpedia.org/resource/Brexit', 'time': 'http://dbpedia.org/resource/2016'}",388,"{'person': 'Government_of_the_United_Kingdom', 'action': 'Brexit', 'time': '2016'}"
389,Compare and contrast the economic impacts of the Great Depression and the 2008 Financial Crisis.,comparative,"{'entity A': 'Great Depression', 'entity B': '2008 Financial Crisis', 'aspect': 'economic impacts'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Great_Depression', 'entity B': 'http://dbpedia.org/resource/Financial_crisis_of_2007%E2%80%932008'}",389,"{'entity A': 'Great_Depression', 'entity B': 'Financial_crisis_of_2007%E2%80%932008'}"
390,How do you evaluate Margaret Thatcher's impact on modern British politics? Please explain your viewpoint.,critical,"{'person': 'Margaret Thatcher', 'field': 'modern British politics'}",high,medium,"{'person': 'http://dbpedia.org/resource/Margaret_Thatcher', 'field': 'http://dbpedia.org/resource/Politics_of_the_United_Kingdom'}",390,"{'person': 'Margaret_Thatcher', 'field': 'Politics_of_the_United_Kingdom'}"
391,"Based on the current trends, how do you predict the renewable energy market will develop over the next decade?",predictive,{'event': 'renewable energy market'},high,medium,{'event': 'http://dbpedia.org/resource/Renewable_energy'},391,{'event': 'Renewable_energy'}
392,How do you evaluate the impact of social media on contemporary communication practices? Please explain your viewpoint.,critical,"{'event': 'social media', 'field': 'contemporary communication practices'}",high,medium,{'event': 'http://dbpedia.org/resource/Social_media'},392,{'event': 'Social_media'}
393,Why did the United States propose the Marshall Plan in 1948?,explanatory,"{'person': 'United States', 'action': 'propose the Marshall Plan', 'time': '1948'}",high,medium,"{'person': 'http://dbpedia.org/resource/United_States', 'action': 'http://dbpedia.org/resource/Marshall_Plan'}",393,"{'person': 'United_States', 'action': 'Marshall_Plan'}"
394,How do you evaluate the impact of the Industrial Revolution on modern economic systems? Please explain your viewpoint.,critical,"{'event': 'the Industrial Revolution', 'field': 'modern economic systems'}",high,hard,{'event': 'http://dbpedia.org/resource/Industrial_Revolution'},394,{'event': 'Industrial_Revolution'}
395,Please describe Alan Turing’s contributions to the field of computer science.,descriptive,{'person': 'Alan Turing'},high,medium,{'person': 'http://dbpedia.org/resource/Alan_Turing'},395,{'person': 'Alan_Turing'}
396,Why did Winston Churchill choose to give his 'Iron Curtain' speech in 1946?,explanatory,"{'person': 'Winston Churchill', 'action': ""give his 'Iron Curtain' speech"", 'time': '1946'}",high,medium,"{'person': 'http://dbpedia.org/resource/Winston_Churchill', 'action': 'http://dbpedia.org/resource/Iron_Curtain_speech'}",396,"{'person': 'Winston_Churchill', 'action': 'Iron_Curtain_speech'}"
397,Compare and contrast the similarities and differences between the leadership styles of Steve Jobs and Bill Gates.,comparative,"{'entity A': 'Steve Jobs', 'entity B': 'Bill Gates', 'aspect': 'leadership styles'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Steve_Jobs', 'entity B': 'http://dbpedia.org/resource/Bill_Gates'}",397,"{'entity A': 'Steve_Jobs', 'entity B': 'Bill_Gates'}"
398,How do you evaluate Nikola Tesla's impact on the field of electrical engineering? Please explain your viewpoint.,critical,"{'person': 'Nikola Tesla', 'field': 'electrical engineering'}",high,medium,"{'person': 'http://dbpedia.org/resource/Nikola_Tesla', 'field': 'http://dbpedia.org/resource/Electrical_engineering'}",398,"{'person': 'Nikola_Tesla', 'field': 'Electrical_engineering'}"
399,Why did Barack Obama decide to run for the presidency in 2008?,explanatory,"{'person': 'Barack Obama', 'action': 'run for the presidency', 'time': '2008'}",high,medium,{'person': 'http://dbpedia.org/resource/Barack_Obama'},399,{'person': 'Barack_Obama'}
400,Compare and contrast the political ideologies of capitalism and socialism.,comparative,"{'entity A': 'capitalism', 'entity B': 'socialism'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Capitalism', 'entity B': 'http://dbpedia.org/resource/Socialism'}",400,"{'entity A': 'Capitalism', 'entity B': 'Socialism'}"
401,Why did Mahatma Gandhi advocate for non-violent resistance during India's struggle for independence?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'advocate for non-violent resistance', 'time': ""India's struggle for independence""}",high,hard,"{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'time': 'http://dbpedia.org/resource/Indian_independence_movement'}",401,"{'person': 'Mahatma_Gandhi', 'time': 'Indian_independence_movement'}"
402,"Based on the current technological advancements, how do you predict artificial intelligence will impact labor markets in the next decade?",predictive,{'event': 'technological advancements'},high,medium,{'event': 'http://dbpedia.org/resource/Technology'},402,{'event': 'Technology'}
403,Compare and contrast the economic policies of Ronald Reagan and Franklin D. Roosevelt during their presidencies.,comparative,"{'entity A': 'Ronald Reagan', 'entity B': 'Franklin D. Roosevelt', 'aspect': 'economic policies'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Ronald_Reagan', 'entity B': 'http://dbpedia.org/resource/Franklin_D._Roosevelt', 'aspect': 'http://dbpedia.org/resource/Economic_policy'}",403,"{'entity A': 'Ronald_Reagan', 'entity B': 'Franklin_D._Roosevelt', 'aspect': 'Economic_policy'}"
404,"Based on the current economic trends, how do you predict the global economy will develop in the next decade?",predictive,{'event': 'global economy'},high,hard,{'event': 'http://dbpedia.org/resource/Economy'},404,{'event': 'Economy'}
405,Compare and contrast the political philosophies of John Locke and Thomas Hobbes.,comparative,"{'entity A': 'John Locke', 'entity B': 'Thomas Hobbes'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/John_Locke', 'entity B': 'http://dbpedia.org/resource/Thomas_Hobbes'}",405,"{'entity A': 'John_Locke', 'entity B': 'Thomas_Hobbes'}"
406,How do you evaluate the impact of social media on modern political campaigns? Please explain your viewpoint.,critical,{'event': 'social media'},high,medium,{'event': 'http://dbpedia.org/resource/Social_media'},406,{'event': 'Social_media'}
407,Explain the relationship between the Roman Empire and Ancient Greece and its significance.,explanatory,"{'entity A': 'Roman Empire', 'entity B': 'Ancient Greece'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Ancient_Greece'}",407,"{'entity A': 'Roman_Empire', 'entity B': 'Ancient_Greece'}"
408,"Based on the current advancements, how do you predict the future of artificial intelligence will develop?",predictive,"{'entity': 'artificial intelligence', 'event': 'developments in AI'}",high,hard,{'entity': 'http://dbpedia.org/resource/Artificial_intelligence'},408,{'entity': 'Artificial_intelligence'}
409,Compare and contrast the influence of the Renaissance and the Enlightenment on modern Western society.,comparative,"{'entity A': 'Renaissance', 'entity B': 'Enlightenment', 'aspect': 'influence on modern Western society'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Renaissance', 'entity B': 'http://dbpedia.org/resource/Age_of_Enlightenment'}",409,"{'entity A': 'Renaissance', 'entity B': 'Age_of_Enlightenment'}"
410,How do you evaluate the impact of social media on political discourse? Please explain your viewpoint.,critical,"{'person/event': 'social media', 'field': 'political discourse'}",high,medium,{'event': 'http://dbpedia.org/resource/Social_media'},410,{'event': 'Social_media'}
411,"Based on the current trends in renewable energy, how do you predict the energy sector will develop in the next decade?",predictive,"{'field': 'renewable energy', 'time_period': 'the next decade'}",high,medium,{'field': 'http://dbpedia.org/resource/Renewable_energy'},411,{'field': 'Renewable_energy'}
412,Compare and contrast the political ideologies of Karl Marx and Adam Smith in terms of economic theory.,comparative,"{'entity A': 'Karl Marx', 'entity B': 'Adam Smith', 'aspect': 'economic theory'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Karl_Marx', 'entity B': 'http://dbpedia.org/resource/Adam_Smith'}",412,"{'entity A': 'Karl_Marx', 'entity B': 'Adam_Smith'}"
413,How do you evaluate the impact of internet technology on global communication? Please explain your viewpoint.,critical,"{'technology': 'internet', 'field': 'global communication'}",high,medium,{'technology': 'http://dbpedia.org/resource/Internet'},413,{'technology': 'Internet'}
414,Please describe Mary Shelley's contributions to the literary world.,descriptive,{'person': 'Mary Shelley'},high,medium,{'person': 'http://dbpedia.org/resource/Mary_Shelley'},414,{'person': 'Mary_Shelley'}
415,Explain the relationship between Sigmund Freud and Carl Jung and its significance.,explanatory,"{'entity A': 'Sigmund Freud', 'entity B': 'Carl Jung'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Sigmund_Freud', 'entity B': 'http://dbpedia.org/resource/Carl_Jung'}",415,"{'entity A': 'Sigmund_Freud', 'entity B': 'Carl_Jung'}"
416,"Based on the current trends in artificial intelligence, how do you predict autonomous vehicles will develop?",predictive,"{'entity': 'artificial intelligence', 'event': 'autonomous vehicles'}",high,medium,"{'entity': 'http://dbpedia.org/resource/Artificial_intelligence', 'event': 'http://dbpedia.org/resource/Autonomous_car'}",416,"{'entity': 'Artificial_intelligence', 'event': 'Autonomous_car'}"
417,Please describe Mahatma Gandhi’s contributions to the Indian independence movement.,descriptive,{'person': 'Mahatma Gandhi'},high,medium,{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi'},417,{'person': 'Mahatma_Gandhi'}
418,Compare and contrast the similarities and differences between Gothic and Renaissance art in terms of their stylistic elements.,comparative,"{'entity A': 'Gothic art', 'entity B': 'Renaissance art', 'aspect': 'stylistic elements'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Gothic_art', 'entity B': 'http://dbpedia.org/resource/Renaissance_art'}",418,"{'entity A': 'Gothic_art', 'entity B': 'Renaissance_art'}"
419,How do you evaluate the impact of the Industrial Revolution on modern economic structures? Please explain your viewpoint.,critical,"{'person/event': 'the Industrial Revolution', 'field': 'modern economic structures'}",high,hard,"{'person/event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Economics'}",419,"{'person/event': 'Industrial_Revolution', 'field': 'Economics'}"
420,Why did Nelson Mandela choose to negotiate with the apartheid government in the early 1990s?,explanatory,"{'person': 'Nelson Mandela', 'action': 'negotiate with the apartheid government', 'time': 'early 1990s'}",high,hard,"{'person': 'http://dbpedia.org/resource/Nelson_Mandela', 'action': 'http://dbpedia.org/resource/Negotiation', 'time': 'http://dbpedia.org/resource/1990'}",420,"{'person': 'Nelson_Mandela', 'action': 'Negotiation', 'time': '1990'}"
421,Compare and contrast the artistic styles of Vincent van Gogh and Pablo Picasso.,comparative,"{'entity A': 'Vincent van Gogh', 'entity B': 'Pablo Picasso', 'aspect': 'artistic styles'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Vincent_van_Gogh', 'entity B': 'http://dbpedia.org/resource/Pablo_Picasso'}",421,"{'entity A': 'Vincent_van_Gogh', 'entity B': 'Pablo_Picasso'}"
422,How do you evaluate the impact of the Industrial Revolution on modern economic systems? Please explain your viewpoint.,critical,"{'person or event': 'Industrial Revolution', 'field': 'modern economic systems'}",high,hard,"{'person or event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Economics'}",422,"{'person or event': 'Industrial_Revolution', 'field': 'Economics'}"
423,Explain the relationship between Google and Android and its significance in the technology industry.,explanatory,"{'entity A': 'Google', 'entity B': 'Android'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Google', 'entity B': 'http://dbpedia.org/resource/Android_(operating_system)'}",423,"{'entity A': 'Google', 'entity B': 'Android_(operating_system)'}"
424,"Based on the current economic trends, how do you predict the stock market will perform in the next year?",predictive,{'event': 'stock market'},high,hard,{'event': 'http://dbpedia.org/resource/Stock_market'},424,{'event': 'Stock_market'}
425,Compare and contrast the educational philosophies of John Dewey and Maria Montessori in terms of student-centered learning.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori', 'aspect': 'student-centered learning'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori'}",425,"{'entity A': 'John_Dewey', 'entity B': 'Maria_Montessori'}"
426,Compare and contrast the political ideologies of capitalism and socialism in terms of economic distribution.,comparative,"{'entity A': 'capitalism', 'entity B': 'socialism', 'aspect': 'economic distribution'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Capitalism', 'entity B': 'http://dbpedia.org/resource/Socialism'}",426,"{'entity A': 'Capitalism', 'entity B': 'Socialism'}"
427,How do you evaluate the impact of the COVID-19 pandemic on global healthcare systems? Please explain your viewpoint.,critical,"{'event': 'COVID-19 pandemic', 'field': 'global healthcare systems'}",high,hard,"{'event': 'http://dbpedia.org/resource/COVID-19_pandemic', 'field': 'http://dbpedia.org/resource/Healthcare'}",427,"{'event': 'COVID-19_pandemic', 'field': 'Healthcare'}"
428,Explain the relationship between the Industrial Revolution and modern economic growth and its significance.,explanatory,"{'entity A': 'Industrial Revolution', 'entity B': 'modern economic growth'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Industrial_Revolution', 'entity B': 'http://dbpedia.org/resource/Economic_growth'}",428,"{'entity A': 'Industrial_Revolution', 'entity B': 'Economic_growth'}"
429,"Based on the advancements in artificial intelligence, how do you predict it will shape future healthcare technologies?",predictive,"{'entity': 'artificial intelligence', 'event': 'future healthcare technologies'}",high,medium,"{'entity': 'http://dbpedia.org/resource/Artificial_intelligence', 'event': 'http://dbpedia.org/resource/Health_care'}",429,"{'entity': 'Artificial_intelligence', 'event': 'Health_care'}"
430,Compare and contrast the economic policies of the Reagan administration and the Obama administration.,comparative,"{'entity A': 'Reagan administration', 'entity B': 'Obama administration', 'aspect': 'economic policies'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Ronald_Reagan', 'entity B': 'http://dbpedia.org/resource/Barack_Obama'}",430,"{'entity A': 'Ronald_Reagan', 'entity B': 'Barack_Obama'}"
431,How do you evaluate the impact of the invention of the World Wide Web on global communication? Please explain your viewpoint.,critical,"{'person/event': 'invention of the World Wide Web', 'field': 'global communication'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/World_Wide_Web', 'field': 'http://dbpedia.org/resource/Communication'}",431,"{'person/event': 'World_Wide_Web', 'field': 'Communication'}"
432,Why did Mahatma Gandhi adopt nonviolent resistance strategies during India's fight for independence?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'adopt nonviolent resistance strategies', 'time': ""India's fight for independence""}",high,medium,"{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'time': 'http://dbpedia.org/resource/Indian_independence_movement'}",432,"{'person': 'Mahatma_Gandhi', 'time': 'Indian_independence_movement'}"
433,"Based on the current technological advancements, how do you predict the future of quantum computing will develop?",predictive,"{'current situation': 'current technological advancements', 'event': 'the future of quantum computing'}",high,hard,"{'current situation': 'http://dbpedia.org/resource/Technological_change', 'event': 'http://dbpedia.org/resource/Quantum_computing'}",433,"{'current situation': 'Technological_change', 'event': 'Quantum_computing'}"
434,Describe Isaac Newton's significant contributions to the field of mathematics.,descriptive,"{'person': 'Isaac Newton', 'contribution field': 'mathematics'}",high,medium,"{'person': 'http://dbpedia.org/resource/Isaac_Newton', 'contribution field': 'http://dbpedia.org/resource/Mathematics'}",434,"{'person': 'Isaac_Newton', 'contribution field': 'Mathematics'}"
435,Explain the relationship between the United Nations and global peacekeeping efforts and its significance.,explanatory,"{'entity A': 'United Nations', 'entity B': 'global peacekeeping efforts'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/United_Nations', 'entity B': 'http://dbpedia.org/resource/Peacekeeping'}",435,"{'entity A': 'United_Nations', 'entity B': 'Peacekeeping'}"
436,"Based on the current situation, how do you predict renewable energy adoption will develop over the next decade?",predictive,"{'current situation': 'renewable energy adoption', 'future time frame': 'over the next decade'}",high,medium,{'current situation': 'http://dbpedia.org/resource/Renewable_energy'},436,{'current situation': 'Renewable_energy'}
437,How do you evaluate the impact of the Internet on modern communication? Please explain your viewpoint.,critical,"{'person/event': 'the Internet', 'field': 'modern communication'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/Communication'}",437,"{'person/event': 'Internet', 'field': 'Communication'}"
438,Why did Mahatma Gandhi choose the path of nonviolent resistance?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'choose the path of nonviolent resistance'}",high,medium,{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi'},438,{'person': 'Mahatma_Gandhi'}
439,"Based on current global economic trends, how do you predict the future of cryptocurrency will develop?",predictive,"{'current situation': 'global economic trends', 'event': 'the future of cryptocurrency'}",medium,hard,"{'current situation': 'http://dbpedia.org/resource/Economic_trend', 'event': 'http://dbpedia.org/resource/Cryptocurrency'}",439,"{'current situation': 'Economic_trend', 'event': 'Cryptocurrency'}"
440,Compare and contrast the approaches of Sigmund Freud and Carl Jung in the study of the unconscious mind.,comparative,"{'entity A': 'Sigmund Freud', 'entity B': 'Carl Jung', 'aspect': 'the study of the unconscious mind'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Sigmund_Freud', 'entity B': 'http://dbpedia.org/resource/Carl_Jung'}",440,"{'entity A': 'Sigmund_Freud', 'entity B': 'Carl_Jung'}"
441,How do you evaluate the impact of the Industrial Revolution on modern industrial practices? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern industrial practices'}",high,medium,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Industry'}",441,"{'event': 'Industrial_Revolution', 'field': 'Industry'}"
442,Compare and contrast the similarities and differences between Leonardo da Vinci and Michelangelo in their artistic techniques.,comparative,"{'entity A': 'Leonardo da Vinci', 'entity B': 'Michelangelo', 'aspect': 'artistic techniques'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Leonardo_da_Vinci', 'entity B': 'http://dbpedia.org/resource/Michelangelo'}",442,"{'entity A': 'Leonardo_da_Vinci', 'entity B': 'Michelangelo'}"
443,How do you evaluate the impact of the Internet on education? Please explain your viewpoint.,critical,"{'person/event': 'Internet', 'field': 'education'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/Education'}",443,"{'person/event': 'Internet', 'field': 'Education'}"
444,Please describe Nelson Mandela’s contributions to the fight against apartheid.,descriptive,{'person': 'Nelson Mandela'},high,medium,{'person': 'http://dbpedia.org/resource/Nelson_Mandela'},444,{'person': 'Nelson_Mandela'}
445,Why did Mahatma Gandhi employ nonviolent resistance as a strategy for India's independence movement?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'employ nonviolent resistance', 'time': ""India's independence movement""}",high,medium,"{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'time': 'http://dbpedia.org/resource/Indian_independence_movement'}",445,"{'person': 'Mahatma_Gandhi', 'time': 'Indian_independence_movement'}"
446,"Based on current climate trends, how do you predict the Arctic ice melt will develop in the next decade?",predictive,{'event': 'Arctic ice melt'},high,hard,{'event': 'http://dbpedia.org/resource/Arctic'},446,{'event': 'Arctic'}
447,How do you evaluate the impact of artificial intelligence on the future of employment? Please explain your viewpoint.,critical,"{'person/event': 'artificial intelligence', 'field': 'future of employment'}",high,hard,{'person/event': 'http://dbpedia.org/resource/Artificial_intelligence'},447,{'person/event': 'Artificial_intelligence'}
448,Why did Steve Jobs decide to return to Apple in 1997?,explanatory,"{'person': 'Steve Jobs', 'action': 'decide to return to Apple', 'time': '1997'}",high,medium,{'person': 'http://dbpedia.org/resource/Steve_Jobs'},448,{'person': 'Steve_Jobs'}
449,Why did Franklin D. Roosevelt implement the New Deal during the Great Depression?,explanatory,"{'person': 'Franklin D. Roosevelt', 'action': 'implement the New Deal', 'time': 'the Great Depression'}",high,medium,"{'person': 'http://dbpedia.org/resource/Franklin_D._Roosevelt', 'action': 'http://dbpedia.org/resource/New_Deal', 'time': 'http://dbpedia.org/resource/Great_Depression'}",449,"{'person': 'Franklin_D._Roosevelt', 'action': 'New_Deal', 'time': 'Great_Depression'}"
450,"Based on the current technological advancements, how do you predict the future of artificial intelligence will develop?",predictive,{'event': 'the future of artificial intelligence'},high,hard,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'},450,{'event': 'Artificial_intelligence'}
451,Compare and contrast the educational philosophies of Maria Montessori and John Dewey.,comparative,"{'entity A': 'Maria Montessori', 'entity B': 'John Dewey'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Maria_Montessori', 'entity B': 'http://dbpedia.org/resource/John_Dewey'}",451,"{'entity A': 'Maria_Montessori', 'entity B': 'John_Dewey'}"
452,How do you evaluate the impact of the Industrial Revolution on modern urban development? Please explain your viewpoint.,critical,"{'event': 'the Industrial Revolution', 'field': 'modern urban development'}",high,hard,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Urban_development'}",452,"{'event': 'Industrial_Revolution', 'field': 'Urban_development'}"
453,Why did Marie Curie choose to pursue research in radioactivity in the early 20th century?,explanatory,"{'person': 'Marie Curie', 'action': 'pursue research in radioactivity', 'time': 'early 20th century'}",high,medium,"{'person': 'http://dbpedia.org/resource/Marie_Curie', 'action': 'http://dbpedia.org/resource/Radioactivity', 'time': 'http://dbpedia.org/resource/20th_century'}",453,"{'person': 'Marie_Curie', 'action': 'Radioactivity', 'time': '20th_century'}"
454,"Based on Facebook’s historical behavior, in which areas do you think it might develop new features in the future?",predictive,{'entity': 'Facebook'},high,medium,{'entity': 'http://dbpedia.org/resource/Facebook'},454,{'entity': 'Facebook'}
455,Compare and contrast the governance models of democracy and autocracy in terms of citizen participation.,comparative,"{'entity A': 'democracy', 'entity B': 'autocracy', 'aspect': 'citizen participation'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Democracy', 'entity B': 'http://dbpedia.org/resource/Autocracy'}",455,"{'entity A': 'Democracy', 'entity B': 'Autocracy'}"
